S.No.,S.No..1,Company Name ,Local Code,Market,Sector,wiki_code
,1452,Janome Corporation,6445,Prime Market,Machinery,unknown
,1453,"Brother Industries,Ltd.",6448,Prime Market,Electric Appliances,unknown
,1454,"Max Co.,Ltd.",6454,Prime Market,Machinery,unknown
,1455,Morita Holdings Corporation,6455,Prime Market,Transportation Equipment,Q2850657
,1456,Glory Ltd.,6457,Prime Market,Machinery,unknown
,1457,Sinko Industries Ltd.,6458,Prime Market,Machinery,unknown
,1458,Daiwa Industries Ltd.,6459,Prime Market,Machinery,Q11433415
,1459,Sega Sammy Holdings Inc.,6460,Prime Market,Machinery,unknown
,1460,"Tpr Co.,Ltd.",6463,Prime Market,Machinery,unknown
,1462,Hoshizaki Corporation,6465,Prime Market,Machinery,Q1630382
,1463,Nsk Ltd.,6471,Prime Market,Machinery,unknown
,1464,Ntn Corporation,6472,Prime Market,Machinery,unknown
,1465,Jtekt Corporation,6473,Prime Market,Machinery,unknown
,1466,Nachi-Fujikoshi Corp.,6474,Prime Market,Machinery,unknown
,1467,Minebea Mitsumi Inc,6479,Prime Market,Electric Appliances,unknown
,1468,"Nippon Thompson Co.,Ltd.",6480,Prime Market,Machinery,unknown
,1469,"Thk Co.,Ltd.",6481,Prime Market,Machinery,unknown
,1470,"Eagle Industry Co.,Ltd.",6486,Prime Market,Machinery,unknown
,1471,"Nippon Pillar Packing Co.,Ltd.",6490,Prime Market,Machinery,unknown
,1472,Kitz Corporation,6498,Prime Market,Machinery,Q11296815
,1473,"Hitachi,Ltd.",6501,Prime Market,Electric Appliances,unknown
,1475,Mitsubishi Electric Corporation,6503,Prime Market,Electric Appliances,Q53257
,1476,"Fuji Electric Co.,Ltd.",6504,Prime Market,Electric Appliances,unknown
,1477,Yaskawa Electric Corporation,6506,Prime Market,Electric Appliances,Q2620239
,1478,"Sinfonia Technology Co.,Ltd.",6507,Prime Market,Electric Appliances,unknown
,1479,Meidensha Corporation,6508,Prime Market,Electric Appliances,unknown
,1480,"Sanyo Denki Co.,Ltd.",6516,Prime Market,Electric Appliances,unknown
,1481,"Denyo Co.,Ltd.",6517,Prime Market,Electric Appliances,unknown
,1495,"Sanoh Industrial Co.,Ltd.",6584,Prime Market,Transportation Equipment,unknown
,1496,Makita Corporation,6586,Prime Market,Machinery,Q691508
,1497,Toshiba Tec Corporation,6588,Prime Market,Electric Appliances,unknown
,1498,Shibaura Mechatronics Corporation,6590,Prime Market,Electric Appliances,unknown
,1499,"Mabuchi Motor Co.,Ltd.",6592,Prime Market,Electric Appliances,unknown
,1500,Nidec Corporation,6594,Prime Market,Electric Appliances,Q3341241
,1503,"Takaoka Toko Co.,Ltd.",6617,Prime Market,Electric Appliances,unknown
,1504,W-Scope Corporation,6619,Prime Market,Electric Appliances,unknown
,1505,"Miyakoshi Holdings,Inc",6620,Prime Market,Real Estate,unknown
,1506,Daihen Corporation,6622,Prime Market,Electric Appliances,Q11316955
,1507,Ya-Man Ltd.,6630,Prime Market,Electric Appliances,unknown
,1508,Jvckenwood Corporation,6632,Prime Market,Electric Appliances,unknown
,1509,"Mimaki Engineering Co.,Ltd.",6638,Prime Market,Electric Appliances,unknown
,1510,I-Pex Inc,6640,Prime Market,Electric Appliances,unknown
,1511,"Osaki Electric Co.,Ltd.",6644,Prime Market,Electric Appliances,unknown
,1512,Omron Corporation,6645,Prime Market,Electric Appliances,unknown
,1513,Nitto Kogyo Corporation,6651,Prime Market,Electric Appliances,unknown
,1514,Idec Corporation,6652,Prime Market,Electric Appliances,unknown
,1516,Gs Yuasa Corporation,6674,Prime Market,Electric Appliances,unknown
,1518,Nec Corporation,6701,Prime Market,Electric Appliances,unknown
,1519,Fujitsu Limited,6702,Prime Market,Electric Appliances,Q186394
,1520,"Oki Electric Industry Company,Limited",6703,Prime Market,Electric Appliances,unknown
,1521,"Dkk Co.,Ltd.",6706,Prime Market,Electric Appliances,unknown
,1522,"Sanken Electric Co.,Ltd.",6707,Prime Market,Electric Appliances,unknown
,1523,"Aiphone Co.,Ltd.",6718,Prime Market,Electric Appliances,unknown
,1524,Renesas Electronics Corporation,6723,Prime Market,Electric Appliances,Q1196269
,1525,Seiko Epson Corporation,6724,Prime Market,Electric Appliances,Q159614
,1526,"Wacom Co.,Ltd.",6727,Prime Market,Electric Appliances,unknown
,1527,"Ulvac, Inc",6728,Prime Market,Electric Appliances,unknown
,1528,Eizo Corporation,6737,Prime Market,Electric Appliances,unknown
,1530,"Nippon Signal Company,Limited",6741,Prime Market,Electric Appliances,unknown
,1531,"Kyosan Electric Manufacturing Co.,Ltd.",6742,Prime Market,Electric Appliances,unknown
,1532,Nohmi Bosai Ltd.,6744,Prime Market,Electric Appliances,unknown
,1533,Hochiki Corporation,6745,Prime Market,Electric Appliances,Q11338360
,1534,"Elecom Co.,Ltd.",6750,Prime Market,Electric Appliances,unknown
,1535,Panasonic Holdings Corporation,6752,Prime Market,Electric Appliances,Q53247
,1536,Sharp Corporation,6753,Prime Market,Electric Appliances,Q53227
,1537,Anritsu Corporation,6754,Prime Market,Electric Appliances,unknown
,1538,Fujitsu General Limited,6755,Prime Market,Electric Appliances,unknown
,1539,Sony Group Corporation,6758,Prime Market,Electric Appliances,unknown
,1540,Tdk Corporation,6762,Prime Market,Electric Appliances,unknown
,1541,"Teikoku Tsushin Kogyo Co.,Ltd.",6763,Prime Market,Electric Appliances,unknown
,1542,Tamura Corporation,6768,Prime Market,Electric Appliances,Q11316348
,1543,"Alps Alpine Co.,Ltd.",6770,Prime Market,Electric Appliances,unknown
,1544,"Nihon Dempa Kogyo Co.,Ltd.",6779,Prime Market,Electric Appliances,unknown
,1545,"Suzuki Co.,Ltd.",6785,Prime Market,Electric Appliances,unknown
,1546,"Meiko Electronics Co.,Ltd.",6787,Prime Market,Electric Appliances,unknown
,1547,"Nihon Trim Co.,Ltd.",6788,Prime Market,Electric Appliances,unknown
,1549,"Foster Electric Company,Limited",6794,Prime Market,Electric Appliances,unknown
,1550,Smk Corporation,6798,Prime Market,Electric Appliances,unknown
,1551,"Yokowo Co.,Ltd.",6800,Prime Market,Electric Appliances,unknown
,1552,Hosiden Corporation,6804,Prime Market,Electric Appliances,unknown
,1553,"Hirose Electric Co.,Ltd.",6806,Prime Market,Electric Appliances,unknown
,1554,"Japan Aviation Electronics Industry,Limited",6807,Prime Market,Electric Appliances,unknown
,1555,Toa Corporation,6809,Prime Market,Electric Appliances,unknown
,1556,"Maxell,Ltd.",6810,Prime Market,Electric Appliances,unknown
,1557,"Furuno Electric Co.,Ltd.",6814,Prime Market,Electric Appliances,unknown
,1558,Sumida Corporation,6817,Prime Market,Electric Appliances,Q112769284
,1559,Icom Incorporated,6820,Prime Market,Electric Appliances,Q1207071
,1560,"Rion Co.,Ltd.",6823,Prime Market,Electric Appliances,unknown
,1561,Yokogawa Electric Corporation,6841,Prime Market,Electric Appliances,Q1779684
,1562,"Shindengen Electric Manufacturing Co.,Ltd.",6844,Prime Market,Electric Appliances,unknown
,1563,Azbil Corporation,6845,Prime Market,Electric Appliances,unknown
,1564,Nihon Kohden Corporation,6849,Prime Market,Electric Appliances,unknown
,1565,Chino Corporation,6850,Prime Market,Electric Appliances,Q11317978
,1566,"Horiba,Ltd.",6856,Prime Market,Electric Appliances,unknown
,1567,Advantest Corporation,6857,Prime Market,Electric Appliances,Q2722179
,1568,Espec Corp.,6859,Prime Market,Electric Appliances,unknown
,1569,Keyence Corporation,6861,Prime Market,Electric Appliances,Q1475699
,1570,Hioki E.E.Corporation,6866,Prime Market,Electric Appliances,unknown
,1571,Sysmex Corporation,6869,Prime Market,Electric Appliances,Q7663566
,1572,"Micronics Japan Co.,Ltd.",6871,Prime Market,Electric Appliances,unknown
,1573,Megachips Corporation,6875,Prime Market,Electric Appliances,unknown
,1574,Imagica Group Inc,6879,Prime Market,Information & Communication,unknown
,1575,Denso Corporation,6902,Prime Market,Transportation Equipment,Q176508
,1576,"Cosel Co.,Ltd.",6905,Prime Market,Electric Appliances,unknown
,1577,"Iriso Electronics Co.,Ltd.",6908,Prime Market,Electric Appliances,unknown
,1578,"Optex Group Company,Limited",6914,Prime Market,Electric Appliances,unknown
,1579,Lasertec Corporation,6920,Prime Market,Electric Appliances,unknown
,1580,"Stanley Electric Co.,Ltd.",6923,Prime Market,Electric Appliances,unknown
,1581,Ushio Inc.,6925,Prime Market,Electric Appliances,unknown
,1582,"Enomoto Co.,Ltd.",6928,Prime Market,Electric Appliances,unknown
,1583,"Nippon Ceramic Co.,Ltd.",6929,Prime Market,Electric Appliances,unknown
,1584,"The Furukawa Battery Co.,Ltd.",6937,Prime Market,Electric Appliances,unknown
,1585,"Yamaichi Electronics Co.,Ltd.",6941,Prime Market,Electric Appliances,unknown
,1586,Zuken Inc.,6947,Prime Market,Electric Appliances,unknown
,1587,Jeol Ltd.,6951,Prime Market,Electric Appliances,unknown
,1588,"Casio Computer Co.,Ltd.",6952,Prime Market,Electric Appliances,unknown
,1589,Fanuc Corporation,6954,Prime Market,Electric Appliances,Q212116
,1590,Cmk Corporation,6958,Prime Market,Electric Appliances,unknown
,1591,Enplas Corporation,6961,Prime Market,Electric Appliances,Q11291461
,1592,Daishinku Corp.,6962,Prime Market,Electric Appliances,Q17228540
,1593,Rohm Company Limited,6963,Prime Market,Electric Appliances,unknown
,1594,Hamamatsu Photonics K.K.,6965,Prime Market,Electric Appliances,unknown
,1595,"Mitsui High-Tec,Inc",6966,Prime Market,Electric Appliances,unknown
,1596,"Shinko Electric Industries Co.,Ltd.",6967,Prime Market,Electric Appliances,unknown
,1597,Kyocera Corporation,6971,Prime Market,Electric Appliances,Q745099
,1598,"Taiyo Yuden Co.,Ltd.",6976,Prime Market,Electric Appliances,unknown
,1599,"Murata Manufacturing Co.,Ltd.",6981,Prime Market,Electric Appliances,unknown
,1600,Futaba Corporation,6986,Prime Market,Electric Appliances,Q632949
,1601,Nitto Denko Corporation,6988,Prime Market,Chemicals,Q763637
,1602,"Tokai Rika Co.,Ltd.",6995,Prime Market,Transportation Equipment,unknown
,1603,Nichicon Corporation,6996,Prime Market,Electric Appliances,Q7024819
,1604,Nippon Chemi-Con Corporation,6997,Prime Market,Electric Appliances,Q7039614
,1605,Koa Corporation,6999,Prime Market,Electric Appliances,unknown
,1606,"Mitsui E&S Co.,Ltd.",7003,Prime Market,Machinery,unknown
,1607,Hitachi Zosen Corporation,7004,Prime Market,Machinery,Q5871699
,1608,"Mitsubishi Heavy Industries,Ltd.",7011,Prime Market,Machinery,unknown
,1609,"Kawasaki Heavy Industries,Ltd.",7012,Prime Market,Transportation Equipment,unknown
,1610,Ihi Corporation,7013,Prime Market,Machinery,unknown
,1619,"Nippon Sharyo,Ltd.",7102,Prime Market,Transportation Equipment,unknown
,1622,"Financial Partners Group Co.,Ltd.",7148,Prime Market,Securities and Commodities Futures,unknown
,1633,"Nishi-Nippon Financial Holdings,Inc",7189,Prime Market,Banks,unknown
,1636,"Nissan Motor Co.,Ltd.",7201,Prime Market,Transportation Equipment,unknown
,1637,Isuzu Motors Limited,7202,Prime Market,Transportation Equipment,unknown
,1638,Toyota Motor Corporation,7203,Prime Market,Transportation Equipment,Q53268
,1639,"Hino Motors,Ltd.",7205,Prime Market,Transportation Equipment,unknown
,1640,Mitsubishi Motors Corporation,7211,Prime Market,Transportation Equipment,Q36033
,1641,"Musashi Seimitsu Industry Co.,Ltd.",7220,Prime Market,Transportation Equipment,unknown
,1642,"Shinmaywa Industries,Ltd.",7224,Prime Market,Transportation Equipment,unknown
,1643,"Kyokuto Kaihatsu Kogyo Co.,Ltd.",7226,Prime Market,Transportation Equipment,unknown
,1644,"Topy Industries,Limited",7231,Prime Market,Transportation Equipment,unknown
,1645,"T.Rad Co., Ltd.",7236,Prime Market,Transportation Equipment,unknown
,1646,"Akebono Brake Industry Co.,Ltd.",7238,Prime Market,Transportation Equipment,unknown
,1647,"Tachi-S Co.,Ltd.",7239,Prime Market,Transportation Equipment,unknown
,1648,Nok Corporation,7240,Prime Market,Transportation Equipment,unknown
,1649,"Futaba Industrial Co.,Ltd.",7241,Prime Market,Transportation Equipment,unknown
,1650,Kyb Corporation,7242,Prime Market,Transportation Equipment,unknown
,1651,"Ichikoh Industries,Ltd.",7244,Prime Market,Electric Appliances,unknown
,1652,"Daido Metal Co.,Ltd.",7245,Prime Market,Transportation Equipment,unknown
,1653,"Press Kogyo Co.,Ltd.",7246,Prime Market,Transportation Equipment,unknown
,1654,"Pacific Industrial Co.,Ltd.",7250,Prime Market,Transportation Equipment,unknown
,1655,Aisin Corporation,7259,Prime Market,Transportation Equipment,unknown
,1656,Mazda Motor Corporation,7261,Prime Market,Transportation Equipment,Q35996
,1657,"Honda Motor Co.,Ltd.",7267,Prime Market,Transportation Equipment,unknown
,1658,Suzuki Motor Corporation,7269,Prime Market,Transportation Equipment,Q181642
,1659,Subaru Corporation,7270,Prime Market,Transportation Equipment,Q1051297
,1660,"Yamaha Motor Co.,Ltd.",7272,Prime Market,Transportation Equipment,unknown
,1661,"Koito Manufacturing Co.,Ltd.",7276,Prime Market,Electric Appliances,unknown
,1662,Exedy Corporation,7278,Prime Market,Transportation Equipment,Q11289820
,1663,Mitsuba Corporation,7280,Prime Market,Electric Appliances,Q18346087
,1664,"Toyoda Gosei Co.,Ltd.",7282,Prime Market,Transportation Equipment,unknown
,1665,"Aisan Industry Co.,Ltd.",7283,Prime Market,Transportation Equipment,unknown
,1666,Yorozu Corporation,7294,Prime Market,Transportation Equipment,Q11346174
,1667,"F.C.C.Co.,Ltd.",7296,Prime Market,Transportation Equipment,unknown
,1668,Shimano Inc.,7309,Prime Market,Transportation Equipment,unknown
,1669,"Ts Tech Co.,Ltd.",7313,Prime Market,Transportation Equipment,unknown
,1683,Jamco Corporation,7408,Prime Market,Transportation Equipment,unknown
,1684,"Onoken Co.,Ltd.",7414,Prime Market,Wholesale Trade,unknown
,1685,"Nojima Co.,Ltd.",7419,Prime Market,Retail Trade,unknown
,1686,"Satori Electric Co.,Ltd.",7420,Prime Market,Wholesale Trade,unknown
,1687,"Kappa・Create Co.,Ltd.",7421,Prime Market,Retail Trade,unknown
,1688,"Hakuto Co.,Ltd.",7433,Prime Market,Wholesale Trade,unknown
,1689,Kondotec Inc.,7438,Prime Market,Wholesale Trade,unknown
,1690,"Nagaileben Co.,Ltd.",7447,Prime Market,Wholesale Trade,unknown
,1691,"Ryohin Keikaku Co.,Ltd.",7453,Prime Market,Retail Trade,unknown
,1692,"Matsuda Sangyo Co.,Ltd.",7456,Prime Market,Wholesale Trade,unknown
,1693,"Daiichikosho Co.,Ltd.",7458,Prime Market,Wholesale Trade,unknown
,1694,Medipal Holdings Corporation,7459,Prime Market,Wholesale Trade,unknown
,1695,Spk Corporation,7466,Prime Market,Wholesale Trade,unknown
,1696,"Hagiwara Electric Holdings Co.,Ltd.",7467,Prime Market,Wholesale Trade,unknown
,1698,As One Corporation,7476,Prime Market,Wholesale Trade,unknown
,1699,"Shimojima Co.,Ltd.",7482,Prime Market,Wholesale Trade,unknown
,1700,"Doshisha Co.,Ltd.",7483,Prime Market,Wholesale Trade,unknown
,1701,Kohsoku Corporation,7504,Prime Market,Wholesale Trade,unknown
,1702,G-7 Holdings Inc,7508,Prime Market,Retail Trade,unknown
,1703,Takebishi Corporation,7510,Prime Market,Wholesale Trade,Q11270951
,1704,"Kojima Co.,Ltd.",7513,Prime Market,Retail Trade,unknown
,1705,"Kohnan Shoji Co.,Ltd.",7516,Prime Market,Retail Trade,unknown
,1706,"Net One Systems Co.,Ltd.",7518,Prime Market,Information & Communication,unknown
,1707,"Eco'S Co.,Ltd.",7520,Prime Market,Retail Trade,unknown
,1708,"Watami Co.,Ltd.",7522,Prime Market,Retail Trade,unknown
,1709,Rix Corporation,7525,Prime Market,Wholesale Trade,Q11348124
,1710,Pan Pacific International Holdings Corporation,7532,Prime Market,Retail Trade,Q16485533
,1711,Marubun Corporation,7537,Prime Market,Wholesale Trade,unknown
,1712,"Nishimatsuya Chain Co.,Ltd.",7545,Prime Market,Retail Trade,unknown
,1713,"Zensho Holdings Co.,Ltd.",7550,Prime Market,Retail Trade,unknown
,1714,Happinet Corporation,7552,Prime Market,Wholesale Trade,Q11326640
,1715,Kourakuen Holdings Corporation,7554,Prime Market,Retail Trade,unknown
,1716,"Japan Lifeline Co.,Ltd.",7575,Prime Market,Wholesale Trade,unknown
,1717,"Saizeriya Co.,Ltd.",7581,Prime Market,Retail Trade,unknown
,1718,"Vt Holdings Co.,Ltd.",7593,Prime Market,Retail Trade,unknown
,1719,Argo Graphics Inc,7595,Prime Market,Information & Communication,unknown
,1720,"Uoriki Co.,Ltd.",7596,Prime Market,Retail Trade,unknown
,1721,Idom Inc,7599,Prime Market,Wholesale Trade,unknown
,1722,"Japan Medical Dynamic Marketing,Inc.",7600,Prime Market,Precision Instruments,unknown
,1723,Fuji Corporation,7605,Prime Market,Retail Trade,Q17230076
,1724,United Arrows Ltd.,7606,Prime Market,Retail Trade,unknown
,1725,"Shinwa Co.,Ltd.",7607,Prime Market,Wholesale Trade,unknown
,1726,"Daitron Co.,Ltd.",7609,Prime Market,Wholesale Trade,unknown
,1727,Hiday Hidaka Corp.,7611,Prime Market,Retail Trade,unknown
,1728,Siix Corporation,7613,Prime Market,Wholesale Trade,unknown
,1729,"Colowide Co.,Ltd.",7616,Prime Market,Retail Trade,unknown
,1730,Ohashi Technica Inc.,7628,Prime Market,Wholesale Trade,unknown
,1731,"Ichibanya Co.,Ltd.",7630,Prime Market,Retail Trade,unknown
,1732,"Hakudo Co.,Ltd.",7637,Prime Market,Wholesale Trade,unknown
,1733,"Sugi Holdings Co.,Ltd.",7649,Prime Market,Retail Trade,unknown
,1735,Shimadzu Corporation,7701,Prime Market,Precision Instruments,Q517117
,1736,"Nagano Keiki Co.,Ltd.",7715,Prime Market,Precision Instruments,unknown
,1737,"V Technology Co.,Ltd.",7717,Prime Market,Precision Instruments,unknown
,1738,"Star Micronics Co.,Ltd.",7718,Prime Market,Machinery,unknown
,1739,Tokyo Keiki Inc.,7721,Prime Market,Precision Instruments,unknown
,1740,"Aichi Tokei Denki Co.,Ltd.",7723,Prime Market,Precision Instruments,unknown
,1741,Inter Action Corporation,7725,Prime Market,Precision Instruments,unknown
,1742,"Tokyo Seimitsu Co.,Ltd.",7729,Prime Market,Precision Instruments,unknown
,1743,"Mani,Inc.",7730,Prime Market,Precision Instruments,unknown
,1744,Nikon Corporation,7731,Prime Market,Precision Instruments,Q1218180
,1745,Topcon Corporation,7732,Prime Market,Precision Instruments,unknown
,1746,Olympus Corporation,7733,Prime Market,Precision Instruments,Q688619
,1747,"Riken Keiki Co.,Ltd.",7734,Prime Market,Precision Instruments,unknown
,1748,"Screen Holdings Co.,Ltd.",7735,Prime Market,Electric Appliances,unknown
,1749,Canon Electronics Inc.,7739,Prime Market,Electric Appliances,unknown
,1750,"Tamron Co.,Ltd.",7740,Prime Market,Precision Instruments,unknown
,1751,Hoya Corporation,7741,Prime Market,Precision Instruments,Q368777
,1752,"Seed Co.,Ltd.",7743,Prime Market,Precision Instruments,unknown
,1753,"Noritsu Koki Co.,Ltd.",7744,Prime Market,Precision Instruments,unknown
,1754,"A&D Holon Holdings Company,Limited",7745,Prime Market,Precision Instruments,unknown
,1755,"Asahi Intecc Co.,Ltd.",7747,Prime Market,Precision Instruments,unknown
,1756,Canon Inc.,7751,Prime Market,Electric Appliances,Q62621
,1757,"Ricoh Company,Ltd.",7752,Prime Market,Electric Appliances,unknown
,1758,"Citizen Watch Co.,Ltd.",7762,Prime Market,Precision Instruments,unknown
,1759,"Rhythm Co.,Ltd.",7769,Prime Market,Precision Instruments,unknown
,1762,"Paramount Bed Holdings Co.,Ltd.",7817,Prime Market,Other Products,unknown
,1763,"Transaction Co.,Ltd.",7818,Prime Market,Other Products,unknown
,1764,"Nihon Flush Co.,Ltd.",7820,Prime Market,Other Products,unknown
,1765,"Maeda Kosen Co.,Ltd.",7821,Prime Market,Other Products,unknown
,1766,Bandai Namco Holdings Inc,7832,Prime Market,Other Products,unknown
,1767,"Shoei Co.,Ltd.",7839,Prime Market,Other Products,unknown
,1768,"France Bed Holdings Co.,Ltd.",7840,Prime Market,Other Products,unknown
,1769,Marvelous Inc,7844,Prime Market,Information & Communication,unknown
,1770,Pilot Corporation,7846,Prime Market,Other Products,Q1356034
,1771,Hagihara Industries Inc.,7856,Prime Market,Other Products,unknown
,1772,Avex Inc,7860,Prime Market,Information & Communication,unknown
,1773,"Fuji Seal International,Inc.",7864,Prime Market,Other Products,unknown
,1774,"Tomy Company,Ltd.",7867,Prime Market,Other Products,unknown
,1775,"Kosaido Holdings Co.,Ltd.",7868,Prime Market,Other Products,unknown
,1776,"Lec,Inc.",7874,Prime Market,Chemicals,unknown
,1777,Sanko Gosei Ltd.,7888,Prime Market,Chemicals,unknown
,1778,Pronexus Inc.,7893,Prime Market,Other Products,unknown
,1780,Toppan Holdings Inc,7911,Prime Market,Other Products,unknown
,1781,"Dai Nippon Printing Co.,Ltd.",7912,Prime Market,Other Products,unknown
,1782,"Kyodo Printing Co.,Ltd.",7914,Prime Market,Other Products,unknown
,1783,"Nissha Co.,Ltd.",7915,Prime Market,Other Products,unknown
,1784,"Fujimori Kogyo Co.,Ltd.",7917,Prime Market,Chemicals,unknown
,1785,Takara & Company Ltd.,7921,Prime Market,Other Products,unknown
,1786,"Maezawa Kasei Industries Co.,Ltd.",7925,Prime Market,Chemicals,unknown
,1788,Asics Corporation,7936,Prime Market,Other Products,unknown
,1789,Jsp Corporation,7942,Prime Market,Chemicals,unknown
,1790,Nichiha Corporation,7943,Prime Market,Glass and Ceramics Products,Q11324396
,1791,Roland Corporation,7944,Prime Market,Other Products,Q848490
,1792,Fp Corporation,7947,Prime Market,Chemicals,unknown
,1793,"Komatsu Wall Industry Co.,Ltd.",7949,Prime Market,Other Products,unknown
,1794,Yamaha Corporation,7951,Prime Market,Other Products,Q188454
,1795,"Kawai Musical Instruments Manufacturing Co.,Ltd.",7952,Prime Market,Other Products,unknown
,1796,Cleanup Corporation,7955,Prime Market,Other Products,Q11299390
,1797,Pigeon Corporation,7956,Prime Market,Other Products,Q11331467
,1798,Tenma Corporation,7958,Prime Market,Chemicals,unknown
,1799,"King Jim Co.,Ltd.",7962,Prime Market,Other Products,unknown
,1800,Zojirushi Corporation,7965,Prime Market,Electric Appliances,Q1101230
,1801,Lintec Corporation,7966,Prime Market,Other Products,Q11348657
,1802,"Shin-Etsu Polymer Co.,Ltd.",7970,Prime Market,Chemicals,unknown
,1803,Itoki Corporation,7972,Prime Market,Other Products,Q11286855
,1804,"Nintendo Co.,Ltd.",7974,Prime Market,Other Products,unknown
,1805,"Mitsubishi Pencil Company,Limited",7976,Prime Market,Other Products,unknown
,1806,Shofu Inc.,7979,Prime Market,Precision Instruments,unknown
,1807,"Takara Standard Co.,Ltd.",7981,Prime Market,Other Products,unknown
,1808,"Kokuyo Co.,Ltd.",7984,Prime Market,Other Products,unknown
,1809,Nifco Inc.,7988,Prime Market,Chemicals,unknown
,1810,Tachikawa Corporation,7989,Prime Market,Metal Products,Q11597877
,1811,"Globeride,Inc",7990,Prime Market,Other Products,unknown
,1812,Okamura Corporation,7994,Prime Market,Other Products,Q11473333
,1813,"Valqua,Ltd.",7995,Prime Market,Chemicals,unknown
,1814,Itochu Corporation,8001,Prime Market,Wholesale Trade,unknown
,1815,Marubeni Corporation,8002,Prime Market,Wholesale Trade,unknown
,1816,Scroll Corporation,8005,Prime Market,Retail Trade,Q11311527
,1817,"Takashima & Co.,Ltd.",8007,Prime Market,Wholesale Trade,unknown
,1818,Yondoshi Holdings Inc.,8008,Prime Market,Retail Trade,unknown
,1819,Sanyo Shokai Ltd.,8011,Prime Market,Textiles and Apparels,unknown
,1820,"Nagase & Co.,Ltd.",8012,Prime Market,Wholesale Trade,unknown
,1821,"Chori Co.,Ltd.",8014,Prime Market,Wholesale Trade,unknown
,1822,Toyota Tsusho Corporation,8015,Prime Market,Wholesale Trade,Q716457
,1823,"Onward Holdings Co.,Ltd.",8016,Prime Market,Textiles and Apparels,unknown
,1824,Kanematsu Corporation,8020,Prime Market,Wholesale Trade,unknown
,1825,Mizuno Corporation,8022,Prime Market,Other Products,Q1156731
,1826,"Mitsui & Co.,Ltd.",8031,Prime Market,Wholesale Trade,unknown
,1827,Japan Pulp And Paper Company Limited,8032,Prime Market,Wholesale Trade,unknown
,1828,Tokyo Electron Limited,8035,Prime Market,Electric Appliances,unknown
,1829,Kamei Corporation,8037,Prime Market,Wholesale Trade,Q11294803
,1830,Starzen Company Limited,8043,Prime Market,Wholesale Trade,unknown
,1831,Seiko Group Corporation,8050,Prime Market,Precision Instruments,unknown
,1832,Yamazen Corporation,8051,Prime Market,Wholesale Trade,Q11467670
,1833,"Tsubakimoto Kogyo Co.,Ltd.",8052,Prime Market,Wholesale Trade,unknown
,1834,"Sumitomo Corporation (Sumitomo Shoji Kaisha,Ltd.)",8053,Prime Market,Wholesale Trade,unknown
,1835,Biprogy Inc,8056,Prime Market,Information & Communication,unknown
,1836,"Uchida Yoko Co.,Ltd.",8057,Prime Market,Wholesale Trade,unknown
,1837,Mitsubishi Corporation,8058,Prime Market,Wholesale Trade,Q650745
,1838,"Daiichi Jitsugyo Co.,Ltd.",8059,Prime Market,Wholesale Trade,unknown
,1839,Canon Marketing Japan Inc,8060,Prime Market,Wholesale Trade,unknown
,1840,Seika Corporation,8061,Prime Market,Wholesale Trade,Q11629460
,1841,Sato Shoji Corporation,8065,Prime Market,Wholesale Trade,unknown
,1843,"Tokyo Sangyo Co.,Ltd.",8070,Prime Market,Wholesale Trade,unknown
,1844,"Yuasa Trading Co.,Ltd.",8074,Prime Market,Wholesale Trade,unknown
,1845,Shinsho Corporation,8075,Prime Market,Wholesale Trade,Q11590998
,1846,"Hanwa Co.,Ltd.",8078,Prime Market,Wholesale Trade,unknown
,1847,Shoei Foods Corporation,8079,Prime Market,Wholesale Trade,unknown
,1848,Kanaden Corporation,8081,Prime Market,Wholesale Trade,Q11294443
,1849,Ryoden Corporation,8084,Prime Market,Wholesale Trade,unknown
,1850,Nipro Corporation,8086,Prime Market,Precision Instruments,unknown
,1851,Iwatani  Corporation,8088,Prime Market,Wholesale Trade,unknown
,1852,"Nichimo Co.,Ltd.",8091,Prime Market,Wholesale Trade,unknown
,1853,"Kyokuto Boeki Kaisha,Limited",8093,Prime Market,Wholesale Trade,unknown
,1854,"Astena Holdings Co.,Ltd.",8095,Prime Market,Wholesale Trade,unknown
,1855,"San-Ai Obbli Co.,Ltd.",8097,Prime Market,Wholesale Trade,unknown
,1856,"Inabata & Co.,Ltd.",8098,Prime Market,Wholesale Trade,unknown
,1857,Gsi Creos Corporation,8101,Prime Market,Wholesale Trade,unknown
,1858,Meiwa Corporation,8103,Prime Market,Wholesale Trade,unknown
,1859,Goldwin Inc.,8111,Prime Market,Textiles and Apparels,unknown
,1860,Unicharm Corporation,8113,Prime Market,Chemicals,unknown
,1861,"Descente,Ltd.",8114,Prime Market,Textiles and Apparels,unknown
,1862,"Wakita & Co.,Ltd.",8125,Prime Market,Wholesale Trade,unknown
,1863,"Toho Holdings Co.,Ltd.",8129,Prime Market,Wholesale Trade,unknown
,1864,Sangetsu Corporation,8130,Prime Market,Wholesale Trade,unknown
,1865,"Sinanen Holdings Co.,Ltd.",8132,Prime Market,Wholesale Trade,unknown
,1866,"Itochu Enex Co.,Ltd.",8133,Prime Market,Wholesale Trade,unknown
,1867,"Sanrio Company,Ltd.",8136,Prime Market,Wholesale Trade,unknown
,1868,Sun-Wa Technos Corporation,8137,Prime Market,Wholesale Trade,unknown
,1870,"Shinko Shoji Co.,Ltd.",8141,Prime Market,Wholesale Trade,unknown
